CustomerID,Cliente,ProductID,Producto,Categoria,Proveedor,UnidadesTotales,TotalPedidos,PromedioPorPedido,MaximoPorPedido,MinimoPorPedido,ValorTotal
CACTU,Cactus Comidas para llevar,75,Rhönbräu Klosterbier,Beverages,Plutzer Lebensmittelgroßmärkte AG,20,1,20,20,20,"155,00"
CACTU,Cactus Comidas para llevar,41,Jack's New England Clam Chowder,Seafood,New England Seafood Cannery,10,1,10,10,10,"96,50"
CACTU,Cactus Comidas para llevar,33,Geitost,Dairy Products,Norske Meierier,10,1,10,10,10,"25,00"
CACTU,Cactus Comidas para llevar,73,Röd Kaviar,Seafood,Svensk Sjöföda AB,10,1,10,10,10,"150,00"
CACTU,Cactus Comidas para llevar,28,Rössle Sauerkraut,Produce,Plutzer Lebensmittelgroßmärkte AG,8,1,8,8,8,"364,80"
CACTU,Cactus Comidas para llevar,43,Ipoh Coffee,Beverages,Leka Trading,7,1,7,7,7,"322,00"
CACTU,Cactus Comidas para llevar,68,Scottish Longbreads,Confections,"Specialty Biscuits, Ltd.",6,1,6,6,6,"75,00"
CACTU,Cactus Comidas para llevar,35,Steeleye Stout,Beverages,Bigfoot Breweries,3,1,3,3,3,"54,00"
CACTU,Cactus Comidas para llevar,31,Gorgonzola Telino,Dairy Products,Formaggi Fortini s.r.l.,1,1,1,1,1,"12,50"
CENTC,Centro comercial Moctezuma,21,Sir Rodney's Scones,Confections,"Specialty Biscuits, Ltd.",10,1,10,10,10,"80,00"
CENTC,Centro comercial Moctezuma,37,Gravad lax,Seafood,Svensk Sjöföda AB,1,1,1,1,1,"20,80"
CHOPS,Chop-suey Chinese,56,Gnocchi di nonna Alice,Grains/Cereals,Pasta Buttini s.r.l.,72,3,24,40,12,"2736,00"
CHOPS,Chop-suey Chinese,63,Vegie-spread,Condiments,"Pavlova, Ltd.",42,2,21,30,12,"1843,80"
CHOPS,Chop-suey Chinese,74,Longlife Tofu,Produce,Tokyo Traders,41,2,20,21,20,"328,00"
CHOPS,Chop-suey Chinese,69,Gudbrandsdalsost,Dairy Products,Norske Meierier,40,1,40,40,40,"1440,00"
CHOPS,Chop-suey Chinese,21,Sir Rodney's Scones,Confections,"Specialty Biscuits, Ltd.",40,1,40,40,40,"400,00"
CHOPS,Chop-suey Chinese,2,Chang,Beverages,Exotic Liquids,30,1,30,30,30,"570,00"
CHOPS,Chop-suey Chinese,51,Manjimup Dried Apples,Produce,"G'day, Mate",30,1,30,30,30,"1590,00"
CHOPS,Chop-suey Chinese,64,Wimmers gute Semmelknödel,Grains/Cereals,Plutzer Lebensmittelgroßmärkte AG,30,1,30,30,30,"798,00"
CHOPS,Chop-suey Chinese,42,Singaporean Hokkien Fried Mee,Grains/Cereals,Leka Trading,28,1,28,28,28,"392,00"
CHOPS,Chop-suey Chinese,55,Pâté chinois,Meat/Poultry,Ma Maison,21,1,21,21,21,"403,20"
CHOPS,Chop-suey Chinese,62,Tarte au sucre,Confections,Forêts d'érables,21,2,10,12,9,"1035,30"
CHOPS,Chop-suey Chinese,10,Ikura,Seafood,Tokyo Traders,16,1,16,16,16,"496,00"
CHOPS,Chop-suey Chinese,24,Guaraná Fantástica,Beverages,Refrescos Americanas LTDA,15,1,15,15,15,"54,00"
CHOPS,Chop-suey Chinese,1,Chai,Beverages,Exotic Liquids,15,1,15,15,15,"216,00"
CHOPS,Chop-suey Chinese,60,Camembert Pierrot,Dairy Products,Gai pâturage,10,1,10,10,10,"340,00"
CHOPS,Chop-suey Chinese,37,Gravad lax,Seafood,Svensk Sjöföda AB,8,1,8,8,8,"208,00"
CHOPS,Chop-suey Chinese,13,Konbu,Seafood,Mayumi's,6,1,6,6,6,"36,00"
COMMI,Comércio Mineiro,56,Gnocchi di nonna Alice,Grains/Cereals,Pasta Buttini s.r.l.,30,1,30,30,30,"912,00"
COMMI,Comércio Mineiro,5,Chef Anton's Gumbo Mix,Condiments,New Orleans Cajun Delights,20,1,20,20,20,"340,00"
COMMI,Comércio Mineiro,29,Thüringer Rostbratwurst,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,15,1,15,15,15,"1485,00"
COMMI,Comércio Mineiro,44,Gula Malacca,Condiments,Leka Trading,15,1,15,15,15,"291,75"
COMMI,Comércio Mineiro,49,Maxilaku,Confections,Karkki Oy,15,1,15,15,15,"240,00"
COMMI,Comércio Mineiro,46,Spegesild,Seafood,Lyngbysild,14,2,7,9,5,"156,00"
COMMI,Comércio Mineiro,77,Original Frankfurter grüne Soße,Condiments,Plutzer Lebensmittelgroßmärkte AG,10,1,10,10,10,"104,00"
COMMI,Comércio Mineiro,11,Queso Cabrales,Dairy Products,Cooperativa de Quesos 'Las Cabras',10,1,10,10,10,"168,00"
COMMI,Comércio Mineiro,61,Sirop d'érable,Condiments,Forêts d'érables,4,1,4,4,4,"114,00"
CONSH,Consolidated Holdings,5,Chef Anton's Gumbo Mix,Condiments,New Orleans Cajun Delights,30,1,30,30,30,"640,50"
CONSH,Consolidated Holdings,23,Tunnbröd,Grains/Cereals,PB Knäckebröd AB,21,1,21,21,21,"151,20"
CONSH,Consolidated Holdings,22,Gustaf's Knäckebröd,Grains/Cereals,PB Knäckebröd AB,12,1,12,12,12,"201,60"
CONSH,Consolidated Holdings,72,Mozzarella di Giovanni,Dairy Products,Formaggi Fortini s.r.l.,10,1,10,10,10,"278,00"
CONSH,Consolidated Holdings,2,Chang,Beverages,Exotic Liquids,10,1,10,10,10,"152,00"
CONSH,Consolidated Holdings,9,Mishi Kobe Niku,Meat/Poultry,Tokyo Traders,3,1,3,3,3,"291,00"
CONSH,Consolidated Holdings,13,Konbu,Seafood,Mayumi's,1,1,1,1,1,"4,80"
WANDK,Die Wandernde Kuh,32,Mascarpone Fabioli,Dairy Products,Formaggi Fortini s.r.l.,65,2,32,50,15,"2080,00"
WANDK,Die Wandernde Kuh,21,Sir Rodney's Scones,Confections,"Specialty Biscuits, Ltd.",40,1,40,40,40,"400,00"
WANDK,Die Wandernde Kuh,69,Gudbrandsdalsost,Dairy Products,Norske Meierier,40,2,20,20,20,"1296,00"
WANDK,Die Wandernde Kuh,31,Gorgonzola Telino,Dairy Products,Formaggi Fortini s.r.l.,38,2,19,30,8,"400,00"
WANDK,Die Wandernde Kuh,2,Chang,Beverages,Exotic Liquids,30,1,30,30,30,"570,00"
WANDK,Die Wandernde Kuh,23,Tunnbröd,Grains/Cereals,PB Knäckebröd AB,25,1,25,25,25,"180,00"
WANDK,Die Wandernde Kuh,43,Ipoh Coffee,Beverages,Leka Trading,24,1,24,24,24,"883,20"
WANDK,Die Wandernde Kuh,53,Perth Pasties,Meat/Poultry,"G'day, Mate",20,1,20,20,20,"524,00"
WANDK,Die Wandernde Kuh,56,Gnocchi di nonna Alice,Grains/Cereals,Pasta Buttini s.r.l.,20,1,20,20,20,"608,00"
WANDK,Die Wandernde Kuh,33,Geitost,Dairy Products,Norske Meierier,20,1,20,20,20,"50,00"
WANDK,Die Wandernde Kuh,12,Queso Manchego La Pastora,Dairy Products,Cooperativa de Quesos 'Las Cabras',20,1,20,20,20,"760,00"
WANDK,Die Wandernde Kuh,22,Gustaf's Knäckebröd,Grains/Cereals,PB Knäckebröd AB,20,1,20,20,20,"420,00"
WANDK,Die Wandernde Kuh,35,Steeleye Stout,Beverages,Bigfoot Breweries,18,1,18,18,18,"324,00"
WANDK,Die Wandernde Kuh,55,Pâté chinois,Meat/Poultry,Ma Maison,16,2,8,12,4,"326,40"
WANDK,Die Wandernde Kuh,61,Sirop d'érable,Condiments,Forêts d'érables,15,1,15,15,15,"427,50"
WANDK,Die Wandernde Kuh,64,Wimmers gute Semmelknödel,Grains/Cereals,Plutzer Lebensmittelgroßmärkte AG,15,1,15,15,15,"498,75"
WANDK,Die Wandernde Kuh,70,Outback Lager,Beverages,"Pavlova, Ltd.",15,1,15,15,15,"225,00"
WANDK,Die Wandernde Kuh,1,Chai,Beverages,Exotic Liquids,15,1,15,15,15,"216,00"
WANDK,Die Wandernde Kuh,19,Teatime Chocolate Biscuits,Confections,"Specialty Biscuits, Ltd.",12,1,12,12,12,"110,40"
WANDK,Die Wandernde Kuh,40,Boston Crab Meat,Seafood,New England Seafood Cannery,10,1,10,10,10,"147,00"
WANDK,Die Wandernde Kuh,75,Rhönbräu Klosterbier,Beverages,Plutzer Lebensmittelgroßmärkte AG,10,1,10,10,10,"62,00"
WANDK,Die Wandernde Kuh,28,Rössle Sauerkraut,Produce,Plutzer Lebensmittelgroßmärkte AG,4,1,4,4,4,"145,60"
DRACD,Drachenblut Delikatessen,59,Raclette Courdavault,Dairy Products,Gai pâturage,30,1,30,30,30,"1650,00"
DRACD,Drachenblut Delikatessen,13,Konbu,Seafood,Mayumi's,25,2,12,18,7,"128,40"
DRACD,Drachenblut Delikatessen,31,Gorgonzola Telino,Dairy Products,Formaggi Fortini s.r.l.,20,1,20,20,20,"200,00"
DRACD,Drachenblut Delikatessen,11,Queso Cabrales,Dairy Products,Cooperativa de Quesos 'Las Cabras',20,1,20,20,20,"420,00"
DRACD,Drachenblut Delikatessen,53,Perth Pasties,Meat/Poultry,"G'day, Mate",20,1,20,20,20,"656,00"
DRACD,Drachenblut Delikatessen,75,Rhönbräu Klosterbier,Beverages,Plutzer Lebensmittelgroßmärkte AG,12,1,12,12,12,"74,40"
DRACD,Drachenblut Delikatessen,76,Lakkalikööri,Beverages,Karkki Oy,12,1,12,12,12,"172,80"
DRACD,Drachenblut Delikatessen,26,Gumbär Gummibärchen,Confections,Heli Süßwaren GmbH & Co. KG,12,1,12,12,12,"374,76"
DRACD,Drachenblut Delikatessen,41,Jack's New England Clam Chowder,Seafood,New England Seafood Cannery,9,1,9,9,9,"86,85"
DUMON,Du monde entier,17,Alice Mutton,Meat/Poultry,"Pavlova, Ltd.",15,1,15,15,15,"585,00"
DUMON,Du monde entier,41,Jack's New England Clam Chowder,Seafood,New England Seafood Cannery,14,1,14,14,14,"135,10"
DUMON,Du monde entier,34,Sasquatch Ale,Beverages,Bigfoot Breweries,10,1,10,10,10,"140,00"
DUMON,Du monde entier,10,Ikura,Seafood,Tokyo Traders,10,1,10,10,10,"310,00"
DUMON,Du monde entier,52,Filo Mix,Grains/Cereals,"G'day, Mate",9,1,9,9,9,"63,00"
DUMON,Du monde entier,69,Gudbrandsdalsost,Dairy Products,Norske Meierier,7,1,7,7,7,"201,60"
DUMON,Du monde entier,42,Singaporean Hokkien Fried Mee,Grains/Cereals,Leka Trading,6,1,6,6,6,"67,20"
DUMON,Du monde entier,21,Sir Rodney's Scones,Confections,"Specialty Biscuits, Ltd.",6,1,6,6,6,"60,00"
DUMON,Du monde entier,1,Chai,Beverages,Exotic Liquids,3,1,3,3,3,"54,00"
EASTC,Eastern Connection,7,Uncle Bob's Organic Dried Pears,Produce,Grandma Kelly's Homestead,100,2,50,60,40,"3000,00"
EASTC,Eastern Connection,71,Flotemysost,Dairy Products,Norske Meierier,55,2,27,50,5,"1161,00"
EASTC,Eastern Connection,60,Camembert Pierrot,Dairy Products,Gai pâturage,50,1,50,50,50,"1700,00"
EASTC,Eastern Connection,55,Pâté chinois,Meat/Poultry,Ma Maison,35,1,35,35,35,"840,00"
EASTC,Eastern Connection,35,Steeleye Stout,Beverages,Bigfoot Breweries,35,1,35,35,35,"504,00"
EASTC,Eastern Connection,33,Geitost,Dairy Products,Norske Meierier,30,1,30,30,30,"75,00"
EASTC,Eastern Connection,49,Maxilaku,Confections,Karkki Oy,30,1,30,30,30,"480,00"
EASTC,Eastern Connection,69,Gudbrandsdalsost,Dairy Products,Norske Meierier,30,1,30,30,30,"864,00"
EASTC,Eastern Connection,5,Chef Anton's Gumbo Mix,Condiments,New Orleans Cajun Delights,30,1,30,30,30,"640,50"
EASTC,Eastern Connection,1,Chai,Beverages,Exotic Liquids,25,1,25,25,25,"450,00"
EASTC,Eastern Connection,4,Chef Anton's Cajun Seasoning,Condiments,New Orleans Cajun Delights,25,1,25,25,25,"550,00"
EASTC,Eastern Connection,66,Louisiana Hot Spiced Okra,Condiments,New Orleans Cajun Delights,24,1,24,24,24,"408,00"
EASTC,Eastern Connection,65,Louisiana Fiery Hot Pepper Sauce,Condiments,New Orleans Cajun Delights,21,1,21,21,21,"442,05"
EASTC,Eastern Connection,29,Thüringer Rostbratwurst,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,21,1,21,21,21,"2079,00"
EASTC,Eastern Connection,72,Mozzarella di Giovanni,Dairy Products,Formaggi Fortini s.r.l.,20,1,20,20,20,"696,00"
EASTC,Eastern Connection,30,Nord-Ost Matjeshering,Seafood,Nord-Ost-Fisch Handelsgesellschaft mbH,15,1,15,15,15,"388,35"
EASTC,Eastern Connection,26,Gumbär Gummibärchen,Confections,Heli Süßwaren GmbH & Co. KG,12,1,12,12,12,"374,76"
EASTC,Eastern Connection,43,Ipoh Coffee,Beverages,Leka Trading,6,1,6,6,6,"276,00"
EASTC,Eastern Connection,11,Queso Cabrales,Dairy Products,Cooperativa de Quesos 'Las Cabras',5,1,5,5,5,"105,00"
ERNSH,Ernst Handel,24,Guaraná Fantástica,Beverages,Refrescos Americanas LTDA,248,4,62,110,28,"1090,80"
ERNSH,Ernst Handel,64,Wimmers gute Semmelknödel,Grains/Cereals,Plutzer Lebensmittelgroßmärkte AG,199,4,49,130,4,"6384,00"
ERNSH,Ernst Handel,61,Sirop d'érable,Condiments,Forêts d'érables,186,2,93,120,66,"5301,00"
ERNSH,Ernst Handel,59,Raclette Courdavault,Dairy Products,Gai pâturage,180,2,90,110,70,"9130,00"
ERNSH,Ernst Handel,39,Chartreuse verte,Beverages,Aux joyeux ecclésiastiques,175,2,87,130,45,"3150,00"
ERNSH,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Formaggi Fortini s.r.l.,170,4,42,70,16,"1975,00"
ERNSH,Ernst Handel,60,Camembert Pierrot,Dairy Products,Gai pâturage,160,2,80,100,60,"5440,00"
ERNSH,Ernst Handel,34,Sasquatch Ale,Beverages,Bigfoot Breweries,150,2,75,90,60,"2100,00"
ERNSH,Ernst Handel,16,Pavlova,Confections,"Pavlova, Ltd.",146,3,48,65,21,"2260,15"
ERNSH,Ernst Handel,17,Alice Mutton,Meat/Poultry,"Pavlova, Ltd.",121,4,30,45,8,"4368,00"
ERNSH,Ernst Handel,21,Sir Rodney's Scones,Confections,"Specialty Biscuits, Ltd.",120,3,40,65,5,"1090,00"
ERNSH,Ernst Handel,51,Manjimup Dried Apples,Produce,"G'day, Mate",120,1,120,120,120,"6360,00"
ERNSH,Ernst Handel,28,Rössle Sauerkraut,Produce,Plutzer Lebensmittelgroßmärkte AG,118,3,39,70,13,"5261,20"
ERNSH,Ernst Handel,65,Louisiana Fiery Hot Pepper Sauce,Condiments,New Orleans Cajun Delights,114,3,38,65,10,"2357,20"
ERNSH,Ernst Handel,69,Gudbrandsdalsost,Dairy Products,Norske Meierier,110,2,55,65,45,"3960,00"
ERNSH,Ernst Handel,63,Vegie-spread,Condiments,"Pavlova, Ltd.",100,2,50,65,35,"3818,00"
ERNSH,Ernst Handel,56,Gnocchi di nonna Alice,Grains/Cereals,Pasta Buttini s.r.l.,100,2,50,70,30,"3572,00"
ERNSH,Ernst Handel,10,Ikura,Seafood,Tokyo Traders,100,1,100,100,100,"3100,00"
ERNSH,Ernst Handel,5,Chef Anton's Gumbo Mix,Condiments,New Orleans Cajun Delights,97,2,48,65,32,"1649,00"
ERNSH,Ernst Handel,40,Boston Crab Meat,Seafood,New England Seafood Cannery,91,1,91,91,91,"1674,40"
ERNSH,Ernst Handel,12,Queso Manchego La Pastora,Dairy Products,Cooperativa de Quesos 'Las Cabras',86,3,28,36,20,"3268,00"
ERNSH,Ernst Handel,74,Longlife Tofu,Produce,Tokyo Traders,86,2,43,50,36,"688,00"
ERNSH,Ernst Handel,54,Tourtière,Meat/Poultry,Ma Maison,80,1,80,80,80,"472,00"
ERNSH,Ernst Handel,62,Tarte au sucre,Confections,Forêts d'érables,80,1,80,80,80,"3944,00"
ERNSH,Ernst Handel,13,Konbu,Seafood,Mayumi's,78,2,39,65,13,"468,00"
ERNSH,Ernst Handel,44,Gula Malacca,Condiments,Leka Trading,77,1,77,77,77,"1193,50"
ERNSH,Ernst Handel,35,Steeleye Stout,Beverages,Bigfoot Breweries,76,3,25,40,6,"1224,00"
ERNSH,Ernst Handel,48,Chocolade,Confections,Zaanse Snoepfabriek,70,1,70,70,70,"714,00"
ERNSH,Ernst Handel,55,Pâté chinois,Meat/Poultry,Ma Maison,65,1,65,65,65,"1560,00"
ERNSH,Ernst Handel,66,Louisiana Hot Spiced Okra,Condiments,New Orleans Cajun Delights,60,1,60,60,60,"816,00"
ERNSH,Ernst Handel,30,Nord-Ost Matjeshering,Seafood,Nord-Ost-Fisch Handelsgesellschaft mbH,60,1,60,60,60,"1242,00"
ERNSH,Ernst Handel,33,Geitost,Dairy Products,Norske Meierier,60,1,60,60,60,"120,00"
ERNSH,Ernst Handel,23,Tunnbröd,Grains/Cereals,PB Knäckebröd AB,60,1,60,60,60,"432,00"
ERNSH,Ernst Handel,2,Chang,Beverages,Exotic Liquids,58,2,29,50,8,"912,00"
ERNSH,Ernst Handel,75,Rhönbräu Klosterbier,Beverages,Plutzer Lebensmittelgroßmärkte AG,57,2,28,50,7,"441,75"
ERNSH,Ernst Handel,41,Jack's New England Clam Chowder,Seafood,New England Seafood Cannery,53,2,26,40,13,"486,10"
ERNSH,Ernst Handel,22,Gustaf's Knäckebröd,Grains/Cereals,PB Knäckebröd AB,52,1,52,52,52,"1092,00"
ERNSH,Ernst Handel,71,Flotemysost,Dairy Products,Norske Meierier,51,3,17,21,14,"1096,50"
ERNSH,Ernst Handel,57,Ravioli Angelo,Grains/Cereals,Pasta Buttini s.r.l.,49,2,24,25,24,"858,00"
ERNSH,Ernst Handel,46,Spegesild,Seafood,Lyngbysild,45,1,45,45,45,"432,00"
ERNSH,Ernst Handel,11,Queso Cabrales,Dairy Products,Cooperativa de Quesos 'Las Cabras',45,2,22,30,15,"819,00"
ERNSH,Ernst Handel,3,Aniseed Syrup,Condiments,Exotic Liquids,45,2,22,25,20,"450,00"
ERNSH,Ernst Handel,42,Singaporean Hokkien Fried Mee,Grains/Cereals,Leka Trading,40,2,20,28,12,"560,00"
ERNSH,Ernst Handel,20,Sir Rodney's Marmalade,Confections,"Specialty Biscuits, Ltd.",39,1,39,39,39,"3159,00"
ERNSH,Ernst Handel,70,Outback Lager,Beverages,"Pavlova, Ltd.",38,2,19,30,8,"570,00"
ERNSH,Ernst Handel,26,Gumbär Gummibärchen,Confections,Heli Süßwaren GmbH & Co. KG,35,1,35,35,35,"1093,05"
ERNSH,Ernst Handel,27,Schoggi Schokolade,Confections,Heli Süßwaren GmbH & Co. KG,30,1,30,30,30,"1317,00"
ERNSH,Ernst Handel,45,Rogede sild,Seafood,Lyngbysild,27,1,27,27,27,"256,50"
ERNSH,Ernst Handel,29,Thüringer Rostbratwurst,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,26,2,13,14,12,"2871,48"
ERNSH,Ernst Handel,72,Mozzarella di Giovanni,Dairy Products,Formaggi Fortini s.r.l.,24,1,24,24,24,"667,20"
ERNSH,Ernst Handel,50,Valkoinen suklaa,Confections,Karkki Oy,22,1,22,22,22,"357,50"
ERNSH,Ernst Handel,38,Côte de Blaye,Beverages,Aux joyeux ecclésiastiques,20,1,20,20,20,"4216,00"
ERNSH,Ernst Handel,7,Uncle Bob's Organic Dried Pears,Produce,Grandma Kelly's Homestead,18,1,18,18,18,"540,00"
ERNSH,Ernst Handel,14,Tofu,Produce,Mayumi's,11,1,11,11,11,"255,75"
ERNSH,Ernst Handel,18,Carnarvon Tigers,Seafood,"Pavlova, Ltd.",9,1,9,9,9,"450,00"
ERNSH,Ernst Handel,32,Mascarpone Fabioli,Dairy Products,Formaggi Fortini s.r.l.,6,1,6,6,6,"153,60"
FAMIA,Familia Arquibaldo,75,Rhönbräu Klosterbier,Beverages,Plutzer Lebensmittelgroßmärkte AG,56,2,28,50,6,"424,70"
FAMIA,Familia Arquibaldo,33,Geitost,Dairy Products,Norske Meierier,50,1,50,50,50,"100,00"
FAMIA,Familia Arquibaldo,39,Chartreuse verte,Beverages,Aux joyeux ecclésiastiques,50,1,50,50,50,"720,00"
FAMIA,Familia Arquibaldo,30,Nord-Ost Matjeshering,Seafood,Nord-Ost-Fisch Handelsgesellschaft mbH,30,1,30,30,30,"776,70"
FAMIA,Familia Arquibaldo,54,Tourtière,Meat/Poultry,Ma Maison,30,1,30,30,30,"223,50"
FAMIA,Familia Arquibaldo,53,Perth Pasties,Meat/Poultry,"G'day, Mate",25,1,25,25,25,"820,00"
FAMIA,Familia Arquibaldo,24,Guaraná Fantástica,Beverages,Refrescos Americanas LTDA,25,2,12,15,10,"99,00"
FAMIA,Familia Arquibaldo,19,Teatime Chocolate Biscuits,Confections,"Specialty Biscuits, Ltd.",18,1,18,18,18,"131,40"
FAMIA,Familia Arquibaldo,41,Jack's New England Clam Chowder,Seafood,New England Seafood Cannery,12,1,12,12,12,"115,80"
FAMIA,Familia Arquibaldo,60,Camembert Pierrot,Dairy Products,Gai pâturage,12,1,12,12,12,"408,00"
FAMIA,Familia Arquibaldo,25,NuNuCa Nuß-Nougat-Creme,Confections,Heli Süßwaren GmbH & Co. KG,10,1,10,10,10,"112,00"
FAMIA,Familia Arquibaldo,34,Sasquatch Ale,Beverages,Bigfoot Breweries,10,1,10,10,10,"112,00"
FAMIA,Familia Arquibaldo,46,Spegesild,Seafood,Lyngbysild,9,1,9,9,9,"108,00"
FAMIA,Familia Arquibaldo,47,Zaanse koeken,Confections,Zaanse Snoepfabriek,6,1,6,6,6,"57,00"
FAMIA,Familia Arquibaldo,55,Pâté chinois,Meat/Poultry,Ma Maison,6,1,6,6,6,"144,00"
FAMIA,Familia Arquibaldo,52,Filo Mix,Grains/Cereals,"G'day, Mate",4,1,4,4,4,"28,00"
FAMIA,Familia Arquibaldo,40,Boston Crab Meat,Seafood,New England Seafood Cannery,4,1,4,4,4,"58,80"
FOLIG,Folies gourmandes,18,Carnarvon Tigers,Seafood,"Pavlova, Ltd.",80,2,40,50,30,"5000,00"
FOLIG,Folies gourmandes,21,Sir Rodney's Scones,Confections,"Specialty Biscuits, Ltd.",40,1,40,40,40,"400,00"
FOLIG,Folies gourmandes,7,Uncle Bob's Organic Dried Pears,Produce,Grandma Kelly's Homestead,35,1,35,35,35,"1050,00"
FOLIG,Folies gourmandes,62,Tarte au sucre,Confections,Forêts d'érables,35,1,35,35,35,"1379,00"
FOLIG,Folies gourmandes,63,Vegie-spread,Condiments,"Pavlova, Ltd.",30,1,30,30,30,"1317,00"
FOLIG,Folies gourmandes,47,Zaanse koeken,Confections,Zaanse Snoepfabriek,30,1,30,30,30,"228,00"
FOLIG,Folies gourmandes,24,Guaraná Fantástica,Beverages,Refrescos Americanas LTDA,20,1,20,20,20,"90,00"
FOLIG,Folies gourmandes,68,Scottish Longbreads,Confections,"Specialty Biscuits, Ltd.",18,1,18,18,18,"225,00"
FOLIG,Folies gourmandes,35,Steeleye Stout,Beverages,Bigfoot Breweries,15,1,15,15,15,"270,00"
FOLIG,Folies gourmandes,51,Manjimup Dried Apples,Produce,"G'day, Mate",15,1,15,15,15,"795,00"
FOLIG,Folies gourmandes,59,Raclette Courdavault,Dairy Products,Gai pâturage,12,1,12,12,12,"528,00"
FOLIG,Folies gourmandes,37,Gravad lax,Seafood,Svensk Sjöföda AB,10,1,10,10,10,"208,00"
FOLIG,Folies gourmandes,54,Tourtière,Meat/Poultry,Ma Maison,6,1,6,6,6,"35,40"
FOLIG,Folies gourmandes,22,Gustaf's Knäckebröd,Grains/Cereals,PB Knäckebröd AB,6,1,6,6,6,"126,00"
FOLIG,Folies gourmandes,75,Rhönbräu Klosterbier,Beverages,Plutzer Lebensmittelgroßmärkte AG,2,1,2,2,2,"15,50"
FOLKO,Folk och fä HB,51,Manjimup Dried Apples,Produce,"G'day, Mate",88,3,29,50,10,"4664,00"
FOLKO,Folk och fä HB,41,Jack's New England Clam Chowder,Seafood,New England Seafood Cannery,72,3,24,35,12,"646,05"
FOLKO,Folk och fä HB,76,Lakkalikööri,Beverages,Karkki Oy,68,2,34,50,18,"1159,20"
FOLKO,Folk och fä HB,2,Chang,Beverages,Exotic Liquids,65,3,21,35,5,"1007,00"
FOLKO,Folk och fä HB,7,Uncle Bob's Organic Dried Pears,Produce,Grandma Kelly's Homestead,60,1,60,60,60,"1800,00"
FOLKO,Folk och fä HB,47,Zaanse koeken,Confections,Zaanse Snoepfabriek,60,2,30,30,30,"570,00"
FOLKO,Folk och fä HB,56,Gnocchi di nonna Alice,Grains/Cereals,Pasta Buttini s.r.l.,60,1,60,60,60,"2280,00"
FOLKO,Folk och fä HB,73,Röd Kaviar,Seafood,Svensk Sjöföda AB,59,2,29,35,24,"885,00"
FOLKO,Folk och fä HB,70,Outback Lager,Beverages,"Pavlova, Ltd.",59,2,29,50,9,"885,00"
FOLKO,Folk och fä HB,75,Rhönbräu Klosterbier,Beverages,Plutzer Lebensmittelgroßmärkte AG,56,3,18,40,4,"427,80"
FOLKO,Folk och fä HB,11,Queso Cabrales,Dairy Products,Cooperativa de Quesos 'Las Cabras',56,2,28,50,6,"940,80"
FOLKO,Folk och fä HB,4,Chef Anton's Cajun Seasoning,Condiments,New Orleans Cajun Delights,50,1,50,50,50,"1100,00"
FOLKO,Folk och fä HB,66,Louisiana Hot Spiced Okra,Condiments,New Orleans Cajun Delights,50,1,50,50,50,"850,00"
FOLKO,Folk och fä HB,29,Thüringer Rostbratwurst,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,50,1,50,50,50,"6189,50"
FOLKO,Folk och fä HB,39,Chartreuse verte,Beverages,Aux joyeux ecclésiastiques,46,2,23,30,16,"828,00"
FOLKO,Folk och fä HB,55,Pâté chinois,Meat/Poultry,Ma Maison,36,2,18,30,6,"864,00"
FOLKO,Folk och fä HB,59,Raclette Courdavault,Dairy Products,Gai pâturage,35,1,35,35,35,"1925,00"
FOLKO,Folk och fä HB,30,Nord-Ost Matjeshering,Seafood,Nord-Ost-Fisch Handelsgesellschaft mbH,35,1,35,35,35,"724,50"
FOLKO,Folk och fä HB,23,Tunnbröd,Grains/Cereals,PB Knäckebröd AB,30,1,30,30,30,"270,00"
FOLKO,Folk och fä HB,61,Sirop d'érable,Condiments,Forêts d'érables,30,1,30,30,30,"855,00"
FOLKO,Folk och fä HB,58,Escargots de Bourgogne,Seafood,Escargots Nouveaux,30,1,30,30,30,"318,00"
FOLKO,Folk och fä HB,46,Spegesild,Seafood,Lyngbysild,25,1,25,25,25,"300,00"
FOLKO,Folk och fä HB,22,Gustaf's Knäckebröd,Grains/Cereals,PB Knäckebröd AB,25,1,25,25,25,"525,00"
FOLKO,Folk och fä HB,72,Mozzarella di Giovanni,Dairy Products,Formaggi Fortini s.r.l.,24,1,24,24,24,"835,20"
FOLKO,Folk och fä HB,68,Scottish Longbreads,Confections,"Specialty Biscuits, Ltd.",21,1,21,21,21,"210,00"
FOLKO,Folk och fä HB,63,Vegie-spread,Condiments,"Pavlova, Ltd.",20,1,20,20,20,"878,00"
FOLKO,Folk och fä HB,44,Gula Malacca,Condiments,Leka Trading,10,1,10,10,10,"194,50"
FOLKO,Folk och fä HB,62,Tarte au sucre,Confections,Forêts d'érables,6,1,6,6,6,"295,80"
FOLKO,Folk och fä HB,71,Flotemysost,Dairy Products,Norske Meierier,6,1,6,6,6,"103,20"
FOLKO,Folk och fä HB,31,Gorgonzola Telino,Dairy Products,Formaggi Fortini s.r.l.,2,1,2,2,2,"25,00"
FRANR,France restauration,76,Lakkalikööri,Beverages,Karkki Oy,20,1,20,20,20,"360,00"
